Activity,Evolution,Prev24Hour,HistComplex,BecomeHist,Area,C_class,M_class,X_class,LargestSpotSize_A,LargestSpotSize_H,LargestSpotSize_K,LargestSpotSize_R,LargestSpotSize_S,LargestSpotSize_X,SpotDistribution_C,SpotDistribution_I,SpotDistribution_O,SpotDistribution_X,Class
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,3,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3,1,2,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,2,1,2,2,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,3,1,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,2,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,1,2,2,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,2,2,1,4,0,0,1,0,0,0,0,0,0,1,0,0,1
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,2,1,2,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,2,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,3,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,3,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2,2,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
1,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,2,2,1,4,0,0,0,0,1,0,0,0,0,1,0,0,1
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,3,1,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1
1,3,1,2,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,3,1,2,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,3,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3,1,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,1,1,2,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
