sttl,dttl,sloss,dloss,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,dmeansz,Sjit,Stime,Ltime,tcprtt,synack,ackdat,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,srcip_175.45,srcip_59.166,sport_0,sport_other,dsport_0,dsport_53,dsport_110,dsport_135,dsport_179,dsport_445,dsport_514,dsport_520,dsport_other,state_CON,state_FIN,state_INT,Label
31,29,7,7,6555735.0,3747980.5,18,18,255,255,1399933195,1404779613,136,13.408579,1421937048,1421937048,0.000686,0.000541,0.000145,0,3,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,1840708.0,1076106.25,4,4,0,0,0,0,76,0.59562,1421951984,1421951984,0.0,0.0,0.0,0,8,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,0,0,1691974.0,989154.0625,4,4,0,0,0,0,76,0.657138,1421944692,1421944692,0.0,0.0,0.0,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,0,0,14861.00488,8372.397461,4,4,0,0,0,0,80,100.861008,1421954145,1421954145,0.0,0.0,0.0,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,17371.00391,9297.157227,4,4,0,0,0,0,76,71.188211,1421927556,1421927556,0.0,0.0,0.0,0,7,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,30,32,1938727.125,3753908.0,122,126,255,255,2723331202,2728589537,120,16.317391,1421948651,1421948651,0.000675,0.000527,0.000148,0,4,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,1,4,674852.1875,14713961.0,8,12,255,255,3504718227,1362253509,735,36.294348,1421938734,1421938734,0.00058,0.000459,0.000121,0,4,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,10,2072174.0,12319376.0,32,34,255,255,607661347,607939330,371,14.59243,1421943117,1421943117,0.000638,0.000515,0.000123,0,6,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,598360.6875,729508.1875,2,2,0,0,0,0,89,0.0,1421937883,1421937883,0.0,0.0,0.0,0,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,4,4,6419.674805,6904.262695,16,18,255,255,3523820021,2244549410,91,10929.23094,1421927443,1421927445,0.02929,0.028435,0.000855,0,6,13,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,18,8,13799320.0,1207483.0,52,40,255,255,766703053,2917397073,82,22.877309,1421948379,1421948379,0.000683,0.000536,0.000147,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62,252,2,2,14339.2666,17890.8457,10,8,255,255,209836006,4239087665,135,2515.619911,1421932904,1421932905,0.068907,0.046234,0.022673,1,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,719594.5625,385135.125,4,4,0,0,0,0,76,1.723221,1421951922,1421951922,0.0,0.0,0.0,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,7,7,5198209.5,2966751.75,18,18,255,255,1631387525,3780417506,136,17.328094,1421951047,1421951047,0.000672,0.000537,0.000135,0,6,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,16,643188.3125,6220405.0,46,46,255,255,2021787871,4184971967,600,53.183555,1421933624,1421933624,0.00066,0.000536,0.000124,0,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,547329.0,667291.5,2,2,0,0,0,0,89,0.0,1421950479,1421950479,0.0,0.0,0.0,0,6,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,1,4,934249.3125,15876350.0,10,12,255,255,2780010637,637477399,735,30.933202,1421948100,1421948100,0.000822,0.000671,0.000151,0,8,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,252,2,1,8695.081055,1987.813477,10,8,255,255,93885687,3574553600,44,7634.656645,1421927936,1421927937,0.216829,0.134137,0.082692,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
31,29,7,11,1745967.75,10111290.0,34,36,255,255,3172552505,3185505902,358,18.516161,1421930970,1421930970,0.000631,0.000503,0.000128,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,30,365921.1875,5554286.5,72,74,255,255,2911729085,766598202,866,76.240368,1421930243,1421930243,0.000635,0.000501,0.000134,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,554079.6875,675521.8125,2,2,0,0,0,0,89,0.0,1421946570,1421946570,0.0,0.0,0.0,0,7,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,534798.5,652014.625,2,2,0,0,0,0,89,0.0,1421939162,1421939162,0.0,0.0,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,22,300253.5938,3936748.25,56,58,255,255,4182000747,4182284842,766,91.261157,1421952193,1421952193,0.000747,0.000587,0.00016,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,1891764.625,1072941.125,4,4,0,0,0,0,76,0.622962,1421945095,1421945095,0.0,0.0,0.0,0,11,2,2,7,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,7,36,478921.0,7277765.0,86,84,255,255,462649242,2613100891,899,0.0,1421928886,1421928886,0.000714,0.000538,0.000176,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,518962.0938,646706.625,2,2,0,0,0,0,81,0.0,1421949155,1421949155,0.0,0.0,0.0,0,3,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,1803073.375,1038133.188,4,4,0,0,0,0,76,0.64441,1421940240,1421940240,0.0,0.0,0.0,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,4,4,44474.05859,90588.40625,16,18,255,255,1222640306,3368319593,143,1018.538963,1421955699,1421955699,0.000722,0.000581,0.000141,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60,0,0,0,176000000.0,0.0,2,0,0,0,0,0,0,0.0,1421933632,1421933632,0.0,0.0,0.0,0,3,3,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31,29,0,0,526600.5625,642019.875,2,2,0,0,0,0,89,0.0,1421934616,1421934616,0.0,0.0,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,499040.3125,621881.0,2,2,0,0,0,0,81,0.0,1421948338,1421948338,0.0,0.0,0.0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,38,390,9322.584961,411195.875,442,858,255,255,1519230596,3697515626,1276,22140.3155,1421931970,1421931991,0.00155,0.000533,0.001017,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,18,1231582.375,12643907.0,48,50,255,255,4022036163,1872756526,610,24.268063,1421949641,1421949641,0.000758,0.000603,0.000155,0,3,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,472297.9063,588555.875,2,2,0,0,0,0,81,0.0,1421938411,1421938411,0.0,0.0,0.0,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,487072.5313,593828.1875,2,2,0,0,0,0,89,0.0,1421927516,1421927516,0.0,0.0,0.0,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,1,2,7301.116211,43642.625,6,8,255,255,2392865667,867875716,228,4083.607693,1421932856,1421932857,0.000623,0.000489,0.000134,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,252,2,1,28061.96094,3840.709717,10,8,255,255,3208123548,3444847490,44,4534.648034,1421933371,1421933371,0.124378,0.078372,0.046006,1,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,24,1092747.75,15081092.0,60,62,255,255,3233487167,1089643968,801,23.954602,1421942843,1421942843,0.000708,0.000557,0.000151,0,8,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,0,0,0,41454544.0,0.0,2,0,0,0,0,0,0,0.0,1421932401,1421932401,0.0,0.0,0.0,2,4,4,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
31,29,4,1,15595580.0,502233.7188,14,6,255,255,1548974679,1559818508,53,16.784112,1421933008,1421933008,0.000612,0.00048,0.000132,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,5,4,2488258.75,2844484.0,22,14,255,255,2150321797,2150637579,123,13.209646,1421935582,1421935582,0.000735,0.000597,0.000138,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,26,31,3907474.5,5115552.0,106,114,255,255,3406893560,1261826343,108,11.207356,1421939582,1421939582,0.000778,0.000625,0.000153,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,14,17,19307.55273,26056.75586,62,58,255,255,2532692262,383430202,138,2889.314585,1421940479,1421940482,0.000733,0.000608,0.000125,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,7,13,1747354.875,13936885.0,38,40,255,255,1285595594,3451677134,486,17.223505,1421949232,1421949232,0.000722,0.000565,0.000157,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,17,1404779.75,14969056.0,46,48,255,255,866707859,872974835,633,19.115658,1421940172,1421940172,0.000651,0.00051,0.000141,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,18,8,1222814.0,107035.1719,52,40,255,255,1213450135,3359846134,82,528.790484,1421953140,1421953140,0.000702,0.000568,0.000134,0,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,38,390,27347.97461,1203725.875,443,858,255,255,2299637163,2323076416,1276,8210.592299,1421947294,1421947301,0.000687,0.00052,0.000167,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,18,8,5787935.5,520597.125,52,42,255,255,3428251425,3433920566,80,84.031039,1421934407,1421934407,0.000742,0.000605,0.000137,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,18,8,9704182.0,877484.5625,52,42,255,255,2382906984,2390376582,80,31.57201,1421929405,1421929405,0.00068,0.000521,0.000159,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,7,11,1371446.75,9125030.0,34,36,255,255,2048053587,2048357459,412,23.350638,1421932808,1421932808,0.000722,0.000581,0.000141,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,18,1167067.375,12532853.0,48,50,255,255,1070356780,3220296904,638,25.134958,1421946991,1421946991,0.000805,0.000667,0.000138,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,18,353948.9688,3739003.75,48,50,255,255,3680294745,3706460738,628,78.835555,1421939232,1421939232,0.000767,0.000578,0.000189,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,32,346,50220.57031,2285470.25,380,760,255,255,2466559344,2474212170,1283,4104.722661,1421936223,1421936227,0.000593,0.000467,0.000126,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,481481.5,600000.0,2,2,0,0,0,0,81,0.0,1421944029,1421944029,0.0,0.0,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,7,97379.79688,64587.3125,28,30,255,255,1179954342,3332856020,103,762.54523,1421941429,1421941429,0.000678,0.00054,0.000138,0,4,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,18,8,585834.3125,52728.92188,52,42,255,255,1736636504,1737735986,80,791.920917,1421948366,1421948367,0.000693,0.000557,0.000136,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,504364.6563,628516.0,2,2,0,0,0,0,81,0.0,1421939526,1421939526,0.0,0.0,0.0,0,4,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,560460.625,683301.3125,2,2,0,0,0,0,89,0.0,1421952384,1421952384,0.0,0.0,0.0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,18,351609.875,3714294.25,48,50,255,255,350789831,2527484384,628,0.0,1421939423,1421939423,0.000602,0.00047,0.000132,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,535288.6875,652612.25,2,2,0,0,0,0,89,0.0,1421951966,1421951966,0.0,0.0,0.0,0,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
254,0,0,0,152000000.0,0.0,2,0,0,0,0,0,0,0.0,1421932472,1421932472,0.0,0.0,0.0,2,7,7,4,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
31,29,18,8,4576726.5,413469.0625,52,42,255,255,894366137,3044962475,80,95.640353,1421953340,1421953340,0.000655,0.000519,0.000136,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
254,0,0,0,114000000.0,0.0,2,0,0,0,0,0,0,0.0,1421931076,1421931076,0.0,0.0,0.0,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
31,29,6,6,2196276.0,2780904.25,22,26,255,255,357296844,2507125155,99,19.3665,1421950698,1421950698,0.000753,0.000547,0.000206,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,14,1672880.625,14027499.0,40,42,255,255,267929014,273648633,507,17.821307,1421953572,1421953572,0.000622,0.000489,0.000133,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,22,181183.8125,2279705.75,56,58,255,255,680262596,2830139656,735,163.243443,1421948612,1421948612,0.000737,0.0006,0.000137,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,563706.5625,687258.6875,2,2,0,0,0,0,89,0.0,1421947498,1421947498,0.0,0.0,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,2,370,19234.72656,1202302.75,326,746,255,255,463686577,2632304880,1458,1409.865043,1421945530,1421945537,0.000646,0.00051,0.000136,0,9,9,9,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,1599204.375,907011.4375,4,4,0,0,0,0,76,0.773811,1421945429,1421945429,0.0,0.0,0.0,0,11,2,2,8,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,0,0,693669.875,390799.9375,4,4,0,0,0,0,80,1.806423,1421941378,1421941378,0.0,0.0,0.0,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,515901.0625,628975.25,2,2,0,0,0,0,89,0.0,1421932872,1421932872,0.0,0.0,0.0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,3,5,12383.64356,76043.80469,14,18,255,255,2260036186,113151135,565,8774.793096,1421927858,1421927859,0.000657,0.000531,0.000126,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,504753.6875,615384.625,2,2,0,0,0,0,89,0.0,1421937067,1421937067,0.0,0.0,0.0,0,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,24,1267890.75,16023288.0,60,62,255,255,1111146061,1111458674,733,19.918995,1421949353,1421949353,0.000753,0.000623,0.00013,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,507826.0625,619130.4375,2,2,0,0,0,0,89,0.0,1421945804,1421945804,0.0,0.0,0.0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,39,481549.0,8109070.5,90,92,255,255,13140366,22563838,947,0.0,1421948145,1421948145,0.000884,0.000729,0.000155,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,6,6,2366306.25,5335485.0,22,24,255,255,618880233,2764610055,180,17.078921,1421955423,1421955423,0.000792,0.000629,0.000163,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,588116.8125,717019.125,2,2,0,0,0,0,89,0.0,1421940088,1421940088,0.0,0.0,0.0,0,7,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,26,414645.9688,5708436.5,64,66,255,255,3410631780,3410948133,794,74.07356,1421943684,1421943684,0.000714,0.000575,0.000139,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,252,2,1,8349.376953,3497.71167,10,8,255,255,699041175,2843958555,44,4834.833518,1421928249,1421928250,0.138514,0.08984,0.048674,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
31,29,0,0,506329.0938,630963.9375,2,2,0,0,0,0,81,0.0,1421928165,1421928165,0.0,0.0,0.0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,39,943117.125,15881673.0,90,92,255,255,3095104732,3103474389,947,0.0,1421948122,1421948122,0.000927,0.000561,0.000366,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,4,4,791341.3125,851075.5,16,18,255,255,1785299523,3941211013,91,65.275929,1421948621,1421948621,0.000583,0.000463,0.00012,0,7,6,1,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,24,136708.7344,1808063.5,60,62,255,255,1767990740,3990448289,771,0.0,1421931698,1421931698,0.000622,0.000491,0.000131,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,722646.3125,396946.5625,4,4,0,0,0,0,78,1.772482,1421934512,1421934512,0.0,0.0,0.0,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,3,5,11535.91309,76460.25781,12,18,255,255,2265947663,121630083,565,9525.656186,1421949223,1421949224,0.000736,0.000556,0.00018,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,4,4,1487238.125,3157333.5,12,12,255,255,2778658767,633591793,188,25.960755,1421939968,1421939968,0.000714,0.000575,0.000139,0,7,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,0,0,0,440615392.0,0.0,2,0,0,0,0,0,0,0.0,1421927706,1421927706,0.0,0.0,0.0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
31,29,11,15,5006.62793,6382.667969,52,54,255,255,2887157402,1162842182,69,6426.571916,1421939639,1421939644,0.000788,0.000603,0.000185,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,545794.375,665420.5625,2,2,0,0,0,0,89,0.0,1421940193,1421940193,0.0,0.0,0.0,0,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,30,32,414024.1563,811976.4375,122,126,255,255,763787487,2914363993,122,111.026328,1421936797,1421936797,0.000676,0.000553,0.000123,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,4,4,614762.375,661167.625,16,18,255,255,1565519352,3716613865,91,73.013389,1421935535,1421935535,0.001155,0.001023,0.000132,0,11,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,558317.375,680688.3125,2,2,0,0,0,0,89,0.0,1421936282,1421936282,0.0,0.0,0.0,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,30,441883.8125,6661557.0,72,74,255,255,427081758,427429436,863,64.726134,1421935876,1421935876,0.000776,0.000643,0.000133,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,42,377761.5313,6564798.0,96,98,255,255,1243576530,1243814044,973,69.351995,1421933469,1421933469,0.000623,0.000501,0.000122,0,4,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
254,252,2,1,4200.495117,2952.729004,10,8,255,255,1172480433,864569283,44,4938.52177,1421927676,1421927677,0.183519,0.076678,0.106841,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
31,29,78,103,57933.8125,109879.9922,332,354,255,255,799598362,799920263,140,795.865428,1421935881,1421935884,0.00074,0.000605,0.000135,0,4,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,6,6,59365.77734,71898.89063,22,24,255,255,1922681642,4072582152,103,701.104909,1421929443,1421929444,0.0008,0.000639,0.000161,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,3,5,10229.83594,62817.99609,14,18,255,255,1366142214,3619395840,565,8986.205074,1421937313,1421937315,0.000708,0.000553,0.000155,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,7,24,978976.5,12413001.0,60,62,255,255,3142689467,3156276653,736,27.349328,1421942492,1421942492,0.000841,0.000678,0.000163,0,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,12,974876.5625,6997638.0,36,38,255,255,585787452,2731482613,440,35.965166,1421939971,1421939971,0.000665,0.000543,0.000122,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,6,6,2961001.75,3380322.0,24,24,255,255,2912475725,767383297,103,14.210167,1421938067,1421938067,0.000601,0.000513,8.8e-05,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,19,178,143094.3125,6119646.5,200,396,255,255,1240877022,1244587300,1252,190.745256,1421935613,1421935613,0.000645,0.000478,0.000167,0,9,7,1,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,6,6,45710.875,52184.19141,24,24,255,255,3818862153,1673799106,103,1056.709477,1421951505,1421951506,0.000767,0.000608,0.000159,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,36,1015775.688,16169754.0,84,86,255,255,3444906466,3467957699,900,24.458868,1421938598,1421938598,0.0007,0.000542,0.000158,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60,0,0,0,528000000.0,0.0,2,0,0,0,0,0,0,0.0,1421930944,1421930944,0.0,0.0,0.0,0,3,3,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31,29,0,0,565343.6875,689254.625,2,2,0,0,0,0,89,0.0,1421952662,1421952662,0.0,0.0,0.0,0,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,14,323065.1563,2782869.5,40,42,255,255,3639753481,1505177726,521,93.182778,1421950234,1421950234,0.003291,0.003151,0.00014,0,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,7,30,401276.7813,6316077.5,72,74,255,255,2211318751,87317796,901,75.060139,1421952587,1421952587,0.00067,0.000537,0.000133,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,25,235,24687.10352,1013599.0,280,522,255,255,1105225552,1110924172,1255,6218.451797,1421934922,1421934927,0.000589,0.000464,0.000125,0,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,503876.0,627907.0,2,2,0,0,0,0,81,0.0,1421927719,1421927719,0.0,0.0,0.0,0,3,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,4,1,296859.875,9559.955078,14,6,255,255,3953636455,4281882201,53,1586.478952,1421947254,1421947254,0.000649,0.000524,0.000125,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,1914369.625,1069794.75,4,4,0,0,0,0,76,0.626025,1421928862,1421928862,0.0,0.0,0.0,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
31,29,4,4,1754386.0,3830101.75,12,12,255,255,2459327960,314249906,189,18.056982,1421944491,1421944491,0.000773,0.000617,0.000156,0,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,8.893591,14.6109,3,3,0,0,0,0,46,0.515,1421948201,1421948251,0.0,0.0,0.0,0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,29,3,5,10949.73535,67238.65625,14,18,255,255,981357767,982389618,565,8841.870514,1421943379,1421943380,0.00169,0.000513,0.001177,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,0,0,538745.375,656826.5625,2,2,0,0,0,0,89,0.0,1421934092,1421934092,0.0,0.0,0.0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,0,0,756828.75,415722.8438,4,4,0,0,0,0,78,1.74349,1421944443,1421944443,0.0,0.0,0.0,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,29,7,7,4630769.0,6725641.0,32,24,255,255,1754415169,1754716916,228,12.649736,1421939672,1421939673,0.000708,0.000571,0.000137,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60,0,0,0,117333328.0,0.0,2,0,0,0,0,0,0,0.0,1421933624,1421933624,0.0,0.0,0.0,0,3,3,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31,29,4,1,298312.5313,9606.735352,14,6,255,255,541408461,1350847025,53,1583.83673,1421937918,1421937918,0.000679,0.000536,0.000143,0,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,0,0,546304.9375,666043.0625,2,2,0,0,0,0,89,0.0,1421936907,1421936907,0.0,0.0,0.0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
31,29,7,18,336466.4063,3749296.25,48,50,255,255,1868676590,1924920938,662,81.427695,1421942794,1421942794,0.000773,0.000601,0.000172,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
31,29,17,7,1350894.5,115441.2969,48,39,255,255,2114272949,4264954149,81,794.134469,1421935264,1421935264,0.000729,0.000592,0.000137,0,8,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,29,7,42,232297.6719,4010290.5,96,98,255,255,400402795,438553076,966,98.376743,1421950830,1421950830,0.000703,0.000533,0.00017,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
